Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly) 
 06/24  18:00:00,88060560.55045605,14507388.875071165,9027397.811699463,0.0,16889501.565771223,0.0,932339.1980898657,23332182.66267017,20193800.47732699,174712.1659184521,3003237.793908849 
 06/24  19:00:00,79783804.09478942,15124913.10507851,9411605.768713396,0.0,14120679.462184119,0.0,829773.128746643,17956328.413740487,19050755.167289609,174711.32307692307,3115037.725959752 
 06/24  20:00:00,74526178.17195937,12856328.916216782,7999984.037656624,3385858.9018563169,12523418.81452663,0.0,770650.5773171174,15725256.672851175,17907709.85725222,174711.61891906855,3182258.775363569 
 06/24  21:00:00,67742310.15945438,9736013.509569077,6058334.027295979,4074726.991254628,11655287.20702494,0.0,738469.261786383,14990518.067581613,17145679.65056062,174711.32307692307,3168570.1213041825 
 06/24  22:00:00,59120626.58451938,8377215.760512831,5212719.119114616,3076769.657122543,10505407.949879334,0.0,695919.8314785948,12548427.67156299,15240604.133831677,174711.32307692307,3288851.1379398687 
 06/24  23:00:00,43467568.39075589,3762436.7175633169,2341226.285655135,1370171.3147942557,9116440.052576803,0.0,644578.3250048072,8951138.772974642,13716543.720448515,174711.32307692307,3390321.8786615405 
 06/24  24:00:00,35774506.617346998,1868155.9338272736,1162512.0138114598,680348.5343547517,7958247.19105464,0.0,601766.9585839935,6510854.9545605159,13335528.617102724,174711.32307692307,3482381.0909747958 
 06/25  01:00:00,31806152.68131761,1120924.1156763742,697531.0351369232,408209.12061285096,6976320.905344915,0.0,565470.67955069,5837054.509869731,12573498.410411129,174711.55482022948,3452432.3498946849 
 06/25  02:00:00,29077954.768715469,747231.8181508987,464980.9786745365,272139.4137419008,6128596.405687022,0.0,534133.2068238348,5173071.134900329,12192483.30706535,174711.32307692307,3390607.1805947215 
 06/25  03:00:00,27896640.243831379,747231.8181508987,464980.9786745365,272139.4137419008,5602836.109512808,0.0,514692.3025716781,4780255.869159831,11811468.203719557,174711.32307692307,3528324.2252232588 
 06/25  04:00:00,28459208.20422027,830800.7824789592,517042.6460280523,280883.06741508157,5255344.696222777,0.0,501841.31615702647,5220579.07054882,12192483.30706535,174711.43771547525,3485521.880588739 
 06/25  05:00:00,31958659.898191297,2279736.90256547,1418531.5175705115,541577.5130279041,5012695.064300669,0.0,492868.58873274028,5863121.728470983,12573498.410411129,174711.32307692307,3601918.8500350129 
 06/25  06:00:00,106781663.82441429,5352080.362597074,3330397.9653719367,0.0,5247430.529206531,0.0,301090.50147436329,8757158.973204427,14097558.823794293,174715.17132144798,69521231.49744416 
 06/25  07:00:00,60119115.285152409,6772905.533074146,4214493.236379812,0.0,5763941.53715585,0.0,443705.7572149194,12765319.864017647,16002634.340523275,174711.7452695784,13981403.271517065 
 06/25  08:00:00,53355833.27626294,7197625.315216756,4478852.137655444,0.0,6391910.466272549,0.0,543859.0727150886,15486588.861382008,16383649.44386906,174711.32307692307,2698636.6560750387 
 06/25  09:00:00,57582142.19482482,7398679.715684263,4603943.100404167,0.0,7149319.386641738,0.0,571890.559417888,18477219.390370843,16383649.44386906,174711.32307692307,2822729.275359769 
 06/25  10:00:00,58517653.325701538,7197472.538316704,4478733.003405208,0.0,7534150.965877781,0.0,586108.9029810447,19227978.979874288,16383649.44386906,174711.32307692307,2934848.1683003937 
 06/25  11:00:00,59615437.853568669,6918807.47262314,4305273.535060312,0.0,7474725.072426669,0.0,583869.9217660804,20372571.70624344,16764664.547214838,174711.32307692307,3020814.275157118 
 06/25  12:00:00,59704851.95256271,6717600.295255575,4180063.4380613539,0.0,7709510.174230447,0.0,592490.5956498307,20245509.341698674,17145679.65056062,174711.63833419185,2939286.818772037 
 06/25  13:00:00,58291768.32711947,6658475.6349357259,4143250.954738158,0.0,8242798.0800642729,0.0,612090.0706802111,18267778.14819999,17145679.65056062,174711.32307692307,3046984.4648637205 
 06/25  14:00:00,63420439.764848489,6738836.284362706,4193287.3398376468,0.0,9946942.603626587,0.0,675068.5910840776,21782171.08406154,16764664.547214838,174711.47205427438,3144757.8426070276 
 06/25  15:00:00,62545056.951356258,7264541.597439226,4520429.990988115,0.0,12101521.351288397,0.0,754942.7148739141,17132213.785072946,17526694.753906434,174711.72061637164,3070001.03717082 
 06/25  16:00:00,71830876.26277477,8764199.64834277,5453608.573093584,0.0,14201408.088558779,0.0,832665.3186877153,20963438.25625526,18288724.960598008,174711.32307692307,3152120.094161817 
 06/25  17:00:00,85957393.74894598,11596225.044593677,7215842.402597489,0.0,16460605.874814313,0.0,916182.1881981877,26512849.45903308,19812785.37398116,174711.32307692307,3268192.082651183 
 06/25  18:00:00,88542827.42446634,14507388.875071165,9027397.811699463,0.0,17013411.49019519,0.0,936420.9739069061,23332182.66267017,20193800.47732699,174711.32307692307,3357513.8105196368 
 06/25  19:00:00,80115329.59101144,15124913.10507851,9411605.768713396,0.0,14121800.522729606,0.0,829413.9056315844,17956328.413740487,19050755.167289609,174711.32307692307,3445801.384751329 
 06/25  20:00:00,74843158.50219442,12856328.916216782,7999984.037656624,3385858.9018563169,12505426.045817417,0.0,769589.4975882429,15725256.672851175,17907709.85725222,174711.43740809797,3518293.135547667 
 06/25  21:00:00,82021834.31649384,9736013.509569077,6058334.027295979,4074726.991254628,11531626.634784688,0.0,733550.1785228902,14990518.067581613,17145679.65056062,174715.47982863798,17576669.777095684 
 06/25  22:00:00,58486083.99876025,8377215.760512831,5212719.119114616,3076769.657122543,10338613.76956263,0.0,689502.4183317986,12548427.67156299,15240604.133831677,174711.72400631579,2827519.7447148428 
 06/25  23:00:00,42759139.8689048,3762436.7175633169,2341226.285655135,1370171.3147942557,9003717.191892643,0.0,640193.6716510847,8951138.772974642,13716543.720448515,174711.48240103713,2799000.7115242218 
 06/25  24:00:00,35057826.242307398,1868155.9338272736,1162512.0138114598,680348.5343547517,7869065.570064481,0.0,598304.9594617477,6510854.9545605159,13335528.617102724,174711.32307692307,2858344.336047578 
 06/26  01:00:00,31100638.24256046,1120924.1156763742,697531.0351369232,408209.12061285096,6912800.897753773,0.0,563031.2737445326,5683123.498792615,12573498.410411129,174711.32307692307,2966808.5673553009 
 06/26  02:00:00,28632095.479137765,747231.8181508987,464980.9786745365,272139.4137419008,6118587.126797657,0.0,533746.3358924507,5070450.460848918,12192483.30706535,174711.32307692307,3057764.714889154 
 06/26  03:00:00,27346541.97677861,747231.8181508987,464980.9786745365,272139.4137419008,5495105.473148201,0.0,510711.6494360026,4728945.532134125,11811468.203719557,174711.32307692307,3141247.584696476 
 06/26  04:00:00,27637884.304224336,830800.7824789592,517042.6460280523,280883.06741508157,5052091.062878067,0.0,494330.2101742169,5117958.39649741,12192483.30706535,174712.20136255388,2977582.630324641 
 06/26  05:00:00,32957035.23742961,2279736.90256547,1418531.5175705115,541577.5130279041,4817668.225621487,2292644.240128271,511022.3459693502,5709190.717393867,12573498.410411129,174711.34588164703,2638454.0188600027 
 06/26  06:00:00,42190638.1632989,5352080.362597074,3330397.9653719367,0.0,5815513.61098838,1745016.4149037866,539560.9157245949,8346676.276998784,14097558.823794293,174711.32307692304,2789122.4698430916 
 06/26  07:00:00,50924783.17076275,6772905.533074146,4214493.236379812,0.0,6965119.392204131,1358924.1506001868,578511.9039106993,11944354.471606354,16002634.340523275,174711.32307692307,2913128.819387146 
 06/26  08:00:00,53542440.40775159,7197625.315216756,4478852.137655444,0.0,7171974.654119165,286575.91157728349,574763.7377880926,14255140.77276508,16383649.44386906,174711.32307692307,3019147.1116837745 
 06/26  09:00:00,49126862.08789123,7398679.715684263,4603943.100404167,0.0,229353.06160759054,188977.03735314398,317184.30575104829,16732667.93149687,16383649.44386906,174711.41213733093,3097696.079587582 
 06/26  10:00:00,49639991.07748597,7197472.538316704,4478733.003405208,0.0,677127.8179745893,111508.68025194561,332916.7890315003,17226875.835871806,16383649.44386906,174711.6546693275,3056995.3140957804 
 06/26  11:00:00,50484072.97600028,6918807.47262314,4305273.535060312,0.0,762092.2662361895,42859.0201503474,335315.38324205376,18294503.05670241,16764664.547214838,174711.32307692307,2885846.3716940509 
 06/26  12:00:00,50951826.26132508,6717600.295255575,4180063.4380613539,0.0,896606.8668284926,107074.37310506846,340865.84007413536,18347026.871747558,17145679.65056062,174711.32307692307,3042197.602615429 
 06/26  13:00:00,49582751.97954669,6658475.6349357259,4143250.954738158,0.0,1381748.4295465209,0.0,357383.6222421429,16548881.857838868,17145679.65056062,174711.32307692307,3172620.5066077567 
 06/26  14:00:00,50970214.909032087,6738836.284362706,4193287.3398376468,0.0,3017944.2957963508,0.0,416513.1574699832,16394790.715388598,16764664.547214838,174711.35574260847,3269467.2132195124 
 06/26  15:00:00,54328552.79042151,7264541.597439226,4520429.990988115,0.0,5499373.802332455,0.0,506363.65390890408,15567248.505788958,17526694.753906434,174711.50577390818,3269188.9802834766 
 06/26  16:00:00,64242670.08697392,8764199.64834277,5453608.573093584,0.0,8070249.764360439,0.0,599980.3974733534,19552403.98804837,18288724.960598008,174711.32307692307,3338791.431980432 
 06/26  17:00:00,109542239.78409031,11596225.044593677,7215842.402597489,0.0,31426813.407636666,0.0,1464919.4990044845,34769594.764452848,19812785.37398116,174712.25939325835,3081347.0324307784 
 06/26  18:00:00,93439617.46647009,14507388.875071165,9027397.811699463,0.0,23238963.044768815,0.0,1162603.0950121582,22023769.068514639,20193800.47732699,174711.32307692307,3110983.7709999678 
 06/26  19:00:00,82660315.77729681,15124913.10507851,9411605.768713396,0.0,18056905.24132885,0.0,973332.3709193452,16647914.819584977,19050755.167289609,174711.43485066098,3220177.869531308 
 06/26  20:00:00,76117597.61602667,12856328.916216782,7999984.037656624,3385858.9018563169,15238244.084503137,0.0,869746.5936761029,14391187.910182842,17907709.85725222,174711.32307692307,3293825.9916059116 
 06/26  21:00:00,68559085.11180423,9736013.509569077,6058334.027295979,4074726.991254628,13592367.070059061,0.0,808854.8992182263,13605138.967887562,17145679.65056062,174711.5691440773,3363258.426814908 
 06/26  22:00:00,59210093.87137908,8377215.760512831,5212719.119114616,3076769.657122543,11682860.132567512,0.0,739349.6784358816,11419600.256997483,15240604.133831677,174711.32693842523,3286263.8058581075 
 06/26  23:00:00,43732312.77040203,3762436.7175633169,2341226.285655135,1370171.3147942557,9939138.852574356,0.0,674908.4232003652,8335414.728666182,13716543.720448515,174711.32307692307,3417761.4044230759 
 06/26  24:00:00,35626295.98034439,1868155.9338272736,1162512.0138114598,680348.5343547517,8566504.324989075,0.0,624180.6354136735,6254303.26943199,13335528.617102724,174712.47296479555,2960050.178448684 
 06/27  01:00:00,31751508.37323625,1120924.1156763742,697531.0351369232,408209.12061285096,7472983.924791686,0.0,583767.1514172277,5683123.498792615,12573498.410411129,174711.32307692307,3036759.793320482 
 06/27  02:00:00,29206265.351683059,747231.8181508987,464980.9786745365,272139.4137419008,6594047.5413796459,0.0,551282.294502839,5070450.460848918,12192483.30706535,174711.32307692307,3138938.214242085 
 06/27  03:00:00,27846812.75146971,747231.8181508987,464980.9786745365,272139.4137419008,5894022.740001585,0.0,525406.3426704179,4728945.532134125,11811468.203719557,174711.32307692307,3227906.399299777 
 06/27  04:00:00,28299973.65150446,830800.7824789592,517042.6460280523,280883.06741508157,5366630.621472242,0.0,505910.39202799918,5117958.39649741,12192483.30706535,174711.32307692307,3313553.115442439 
 06/27  05:00:00,33905388.4998623,2279736.90256547,1418531.5175705115,541577.5130279041,5053731.461828094,2234388.2975866927,519134.1164654716,5709190.717393867,12573498.410411129,174711.32307692307,3400888.239936274 
 06/27  06:00:00,42642096.86577873,5352080.362597074,3330397.9653719367,0.0,5629079.27494497,1687190.6583576047,532894.253997416,8346676.276998784,14097558.823794293,174711.32307692307,3491507.9266396977 
 06/27  07:00:00,50367002.12258898,6772905.533074146,4214493.236379812,0.0,5769004.9660566369,1372110.8777329445,534915.8231333292,11944354.471606354,16002634.340523275,174711.32307692307,3581871.5510055066 
 06/27  08:00:00,52465941.4547373,7197625.315216756,4478852.137655444,0.0,5507962.447127214,278431.5294150957,513470.41362145109,14255140.77276508,16383649.44386906,174711.32307692307,3676098.0719902308 
 06/27  09:00:00,49122698.90104669,7398679.715684263,4603943.100404167,0.0,163194.79413379869,182198.1628492658,314945.62445669408,16732667.93149687,16383649.44386906,174711.79234891528,3168708.3358034898 
 06/27  10:00:00,49379313.71725023,7197472.538316704,4478733.003405208,0.0,323311.3780830777,118604.51782915267,320140.58542511859,17226875.835871806,16383649.44386906,174711.32307692307,3155815.091373132 
 06/27  11:00:00,50634089.05387962,6918807.47262314,4305273.535060312,0.0,452535.7192941836,65796.54064584384,324292.76163624229,18294503.05670241,16764664.547214838,174711.32307692307,3333504.097625715 
 06/27  12:00:00,50731472.73149429,6717600.295255575,4180063.4380613539,0.0,536975.0406356382,128196.31411108907,328021.1340211311,18347026.871747558,17145679.65056062,174711.7326647542,3173198.2544366519 
 06/27  13:00:00,49069054.83102069,6658475.6349357259,4143250.954738158,0.0,865838.3455581913,0.0,338573.46314012809,16548881.857838868,17145679.65056062,174711.32307692307,3193643.6011720935 
 06/27  14:00:00,50328064.84073499,6738836.284362706,4193287.3398376468,0.0,2301802.0444712645,0.0,390239.40401999329,16394790.715388598,16764664.547214838,174711.32307692307,3369733.1823631797 
 06/27  15:00:00,53928168.90709365,7264541.597439226,4520429.990988115,0.0,4860338.478017078,0.0,482993.1230376282,15567248.505788958,17526694.753906434,174711.32307692307,3531211.1348392239 
 06/27  16:00:00,64110341.863666478,8764199.64834277,5453608.573093584,0.0,7632187.560408853,0.0,583961.3850316865,19552403.98804837,18288724.960598008,174711.32307692307,3660544.4250662119 
 06/27  17:00:00,99514173.24752449,11596225.044593677,7215842.402597489,0.0,30426748.343089764,0.0,1425543.764131391,25127470.359339086,19812785.37398116,174711.32307692307,3734846.636715004 
 06/27  18:00:00,166919589.95817758,14507388.875071165,9027397.811699463,0.0,22396952.500882649,0.0,978296.3157141414,22023769.068514639,20193800.47732699,174720.73153024424,77617264.17743825 
 06/27  19:00:00,244386493.18422116,15124913.10507851,9411605.768713396,0.0,17589606.634105557,0.0,802621.1978385453,16647914.819584977,19050755.167289609,174717.38801023799,165584359.10360018 
 06/27  20:00:00,100298612.68483298,12856328.916216782,7999984.037656624,3385858.9018563169,14986454.08923892,0.0,860692.1281507127,14391187.910182842,17907709.85725222,174711.79119272514,27735685.053086036 
 06/27  21:00:00,67638645.78572133,9736013.509569077,6058334.027295979,4074726.991254628,13458370.034399944,0.0,804187.0194648835,13605138.967887562,17145679.65056062,174711.32307692307,2581484.262211625 
 06/27  22:00:00,110188529.29546452,8377215.760512831,5212719.119114616,3076769.657122543,11550183.909720943,0.0,688526.5017599112,11419600.256997483,15240604.133831677,174712.58535452165,54448197.37105 
 06/27  23:00:00,42713054.28848593,3762436.7175633169,2341226.285655135,1370171.3147942557,9792918.939186546,0.0,669659.5419788719,8335414.728666182,13716543.720448515,174711.32307692307,2549971.717116279 
 06/27  24:00:00,35167549.65876953,1868155.9338272736,1162512.0138114598,680348.5343547517,8406150.52860366,0.0,618388.3178314747,6254303.26943199,13335528.617102724,174711.32307692307,2667451.120729299 
 06/28  01:00:00,54263897.50626253,1120924.1156763742,697531.0351369232,408209.12061285096,7283397.267371099,0.0,576912.9992109496,5683123.498792615,12573498.410411129,174712.32608336627,25745588.73296719 
 06/28  02:00:00,120523783.21995215,747231.8181508987,464980.9786745365,272139.4137419008,6365137.262365605,0.0,466079.32405116609,5070450.460848918,12192483.30706535,174717.01014868733,94770563.6449051 
