Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 01/07  16:00:00,66074668.3,7264541.597,4520429.991,0,7065996.476,146641.6117,569179.3154,16973725.17,26448990.39,20666793.85
 01/07  17:00:00,75101500.3,8764199.648,5453608.573,797915.5777,6876130.9,131848.9814,562004.2613,21734779.63,27598946.49,25154349.18
 01/07  18:00:00,92136877.59,11596225.04,7215842.403,4222960.271,6975711.614,0,564071.8453,28397825.27,29898858.7,31816479.18
 01/07  19:00:00,95328356.55,14507388.88,9027397.812,5283129.898,7628106.211,0,589261.3845,24470540.67,30473836.75,27758826.09
 01/07  20:00:00,87610627.76,15124913.11,9411605.769,5508000,7115107.63,0,570276.5841,17949221.13,28748902.6,21211982.24
 01/07  21:00:00,77865345.64,12856328.92,7999984.038,4681878.385,6352750.02,0,542111.0045,15218997.75,27023968.44,18520960.97
 01/07  22:00:00,69203906.69,9736013.51,6058334.027,3545547.493,5836326.65,0,523045.7124,14300454.69,25874012.34,17693584.29
 01/07  23:00:00,60255908.02,8377215.761,5212719.119,3050695.726,4962888.193,0,490776.3002,11722009.98,22999122.08,14569972.6
 01/07  24:00:00,44027358.33,3762436.718,2341226.286,1370171.315,3906953.753,0,451784.5292,8098886.356,20699209.87,9869277.173
 01/08  01:00:00,36318184,1868155.934,1162512.014,680348.5344,3018211.327,0,418986.4123,5600936.956,20124231.82,6631065.883
 01/08  02:00:00,32179434.66,1120924.116,697531.0351,408209.1206,2076810.04,0,384246.367,4953563.512,18974275.71,5763073.215
 01/08  03:00:00,29500164.39,747231.8182,464980.9787,272139.4137,1326807.746,0,356567.5954,4252937.7,18399297.66,4945756.714
 01/08  04:00:00,28250534.68,747231.8182,464980.9787,272139.4137,926655.126,0,341785.4296,3886549.435,17824319.61,4462677.759
 01/08  05:00:00,29425528.06,830800.7825,517042.646,302557.7874,729967.9067,0,334518.7339,4416369.074,18399297.66,5083663.774
 01/08  06:00:00,30899229.96,2279736.903,1418531.518,830183.0742,639146.1692,0,129763.7952,5143004.314,18974275.71,5914227.548
 01/08  07:00:00,41045464.37,5352080.363,3330397.965,1949040.689,662103.674,0,24430.83419,8278511.595,21274187.92,9594901.809
 01/08  08:00:00,49062741.72,6772905.533,4214493.236,0,1119032.618,0,41308.8702,12591211.96,24149078.18,14764554.75
 01/08  09:00:00,57584211.05,7197625.315,4478852.138,0,1510777.409,0,132687.183,18664184.03,24724056.23,22962739.41
 01/08  10:00:00,97580263.13,7398679.716,4603943.1,0,1563416.182,0,288425.4973,18402823.36,24724056.23,22459641.91
 01/08  11:00:00,67613366.44,7197472.538,4478733.003,0,1549949.238,0,364810.4684,19053871.08,24724056.23,23617570.14
 01/08  12:00:00,61847241.38,6918807.473,4305273.535,0,1736091.306,0,371693.8535,20366648.97,25299034.29,25086240.83
 01/08  13:00:00,78295502.75,6717600.295,4180063.438,0,2837585.072,0,412294.0373,29000375.32,25874012.34,36752059.6
 01/08  14:00:00,72408441.92,6658475.635,4143250.955,0,3791877.743,0,447465.1354,21342689.77,25874012.34,26611672.87
 01/08  15:00:00,66493215.13,6738836.284,4193287.34,0,5752600.081,0,481446.7211,19309192.53,25299034.29,23337486.3
 01/08  16:00:00,65636508.48,7264541.597,4520429.991,0,6849509.265,0,560445.3152,16973725.17,26448990.39,20666793.85
 01/08  17:00:00,79589003.17,8764199.648,5453608.573,797915.5777,7132627.385,0,570737.9324,26210060.12,27598946.49,31370026.82
 01/08  18:00:00,162689414.2,11596225.04,7215842.403,4222960.271,6926161.036,0,562915.3244,28397825.27,29898858.7,31816479.18
 01/08  19:00:00,147467110.7,14507388.88,9027397.812,5283129.898,7881717.608,0,444318.2538,24470540.67,30473836.75,27758826.09
 01/08  20:00:00,100920260.2,15124913.11,9411605.769,5508000,7334024.281,0,577945.0124,17949221.13,28748902.6,21211982.24
 01/08  21:00:00,77582353.8,12856328.92,7999984.038,4681878.385,6538098.797,0,548605.138,15218997.75,27023968.44,18520960.97
 01/08  22:00:00,68883135.61,9736013.51,6058334.027,3545547.493,6007286.111,0,529058.2431,14300454.69,25874012.34,17693584.29
 01/08  23:00:00,59951313.89,8377215.761,5212719.119,3050695.726,5141013.412,0,497165.5096,11722009.98,22999122.08,14569972.6
 01/08  24:00:00,52361538.92,3762436.718,2341226.286,1370171.315,4580580.372,0,476520.9784,16129879.8,20699209.87,21023453.21
 01/09  01:00:00,35679529.11,1868155.934,1162512.014,680348.5344,3353294.308,0,431303.8494,5344385.271,20124231.82,6279622.928
 01/09  02:00:00,31758217.84,1120924.116,697531.0351,408209.1206,2481109.23,0,399156.0418,4799632.501,18974275.71,5552207.442
 01/09  03:00:00,29148568.04,747231.8182,464980.9787,272139.4137,1722177.631,0,371156.1301,4150317.026,18399297.66,4805179.532
 01/09  04:00:00,27862378.53,747231.8182,464980.9787,272139.4137,1233245.752,0,353109.5251,3835239.098,17824319.61,4392389.168
 01/09  05:00:00,28922037.5,830800.7825,517042.646,302557.7874,993971.3335,0,344270.194,4313748.4,18399297.66,4943086.592
 01/09  06:00:00,36860971.95,2279736.903,1418531.518,830183.0742,892409.6742,3785873.779,386045.5352,4989073.303,18974275.71,5703361.775
 01/09  07:00:00,47907873.58,5352080.363,3330397.965,1949040.689,1399304.351,2949467.459,393312.034,7868028.899,21274187.92,9032593.081
 01/09  08:00:00,54664156.89,6772905.533,4214493.236,0,1264679.196,2634458.166,385623.8788,11770246.57,24149078.18,13639937.3
 01/09  09:00:00,56607844.48,7197625.315,4478852.138,0,998111.8988,1190786.718,357753.8997,14138698.45,24724056.23,16700753.57
 01/09  10:00:00,57653713.86,7398679.716,4603943.1,0,153082.2298,749029.0346,321135.8873,16658271.9,24724056.23,20069829.82
 01/09  11:00:00,79289914.6,7197472.538,4478733.003,0,150870.9396,476399.8641,317788.2821,17052767.93,24724056.23,20876315.09
 01/09  12:00:00,58217285.77,6918807.473,4305273.535,0,167006.4276,288647.55,316187.3993,18288580.32,25299034.29,22239552.89
 01/09  13:00:00,58932220.57,6717600.295,4180063.438,0,195100.5536,450785.5177,318736.5127,18435412.15,25874012.34,22114583.06
 01/09  14:00:00,58836249.41,6658475.635,4143250.955,0,212386.1038,46097.25838,315049.0664,16406012.53,25874012.34,19787857.47
 01/09  15:00:00,57515663.01,6738836.284,4193287.34,0,295371.2807,0,316848.0128,16483175.99,25299034.29,19440269.53
 01/09  16:00:00,57522618.73,7264541.597,4520429.991,0,491774.1808,0,322896.9502,15408759.89,26448990.39,18522991.83
 01/09  17:00:00,66984641.76,8764199.648,5453608.573,797915.5777,553403.6288,0,325280.3664,20323745.36,27598946.49,23221412.93
 01/09  18:00:00,96576694.85,11596225.04,7215842.403,4222960.271,12645849.32,113791.4315,774775.2681,27012446.17,29898858.7,29918687.23
 01/09  19:00:00,95854564.27,14507388.88,9027397.812,5283129.898,9445011.581,237684.2123,657747.228,23162127.08,30473836.75,25966467.03
 01/09  20:00:00,168845849.5,15124913.11,9411605.769,5508000,8438879.463,0,464274.5841,16640807.53,28748902.6,19419623.17
 01/09  21:00:00,93102076.8,12856328.92,7999984.038,4681878.385,7394544.798,0,579595.0409,13884928.98,27023968.44,16693457.6
 01/09  22:00:00,68079320.46,9736013.51,6058334.027,3545547.493,6697298.555,0,553903.9758,12915075.59,25874012.34,15795792.33
 01/09  23:00:00,59076184.75,8377215.761,5212719.119,3050695.726,5499253.107,0,510602.528,10593182.57,22999122.08,13023623.6
 01/09  24:00:00,43502481.3,3762436.718,2341226.286,1370171.315,4418968.734,0,470717.7673,7483162.312,20699209.87,9025814.081
 01/10  01:00:00,36302287.93,1868155.934,1162512.014,680348.5344,3605038.479,0,440668.962,5344385.271,20124231.82,6279622.928
 01/10  02:00:00,32388509.72,1120924.116,697531.0351,408209.1206,2804686.981,0,411140.6906,4799632.501,18974275.71,5552207.442
 01/10  03:00:00,31874375.09,747231.8182,464980.9787,272139.4137,2210153.198,0,389199.1661,6417115.601,18399297.66,7953516.097
 01/10  04:00:00,27883974.98,747231.8182,464980.9787,272139.4137,1418442.128,0,359968.6269,3835239.098,17824319.61,4392389.168
 01/10  05:00:00,28876978.06,830800.7825,517042.646,302557.7874,1063004.937,0,346834.4233,4313748.4,18399297.66,4943086.592
 01/10  06:00:00,36568348.91,2279736.903,1418531.518,830183.0742,895268.0273,3567581.559,385040.421,4989073.303,18974275.71,5703361.775
 01/10  07:00:00,47542813.82,5352080.363,3330397.965,1949040.689,1185897.159,2857842.994,385749.6821,7868028.899,21274187.92,9032593.081
 01/10  08:00:00,54992455.65,6772905.533,4214493.236,0,1718444.756,2529360.342,401303.4156,11770246.57,24149078.18,13639937.3
 01/10  09:00:00,57340693.31,7197625.315,4478852.138,0,2092779.047,1128239.524,397555.7262,14138698.45,24724056.23,16700753.57
 01/10  10:00:00,57692561.86,7398679.716,4603943.1,0,160267.8736,694977.7816,320615.0249,16658271.9,24724056.23,20069829.82
 01/10  11:00:00,57650306.68,7197472.538,4478733.003,0,192946.7459,409823.4617,318325.2537,17052767.93,24724056.23,20876315.09
 01/10  12:00:00,59005700.92,6918807.473,4305273.535,0,225590.5891,243053.0898,317599.4223,18288580.32,25299034.29,22239552.89
 01/10  13:00:00,59621059.45,6717600.295,4180063.438,0,254911.1503,347665.9244,319634.6614,18435412.15,25874012.34,22114583.06
 01/10  14:00:00,57012677.69,6658475.635,4143250.955,0,312708.2299,16072.61291,318034.6181,16406012.53,25874012.34,19787857.47
 01/10  15:00:00,57355880.66,6738836.284,4193287.34,0,880764.073,0,335956.928,16483175.99,25299034.29,19440269.53
 01/10  16:00:00,66239943.95,7264541.597,4520429.991,0,2188449.923,0,381714.4463,22324297.95,26448990.39,28127921.7
 01/10  17:00:00,67855269.69,8764199.648,5453608.573,797915.5777,1594726.911,0,362929.3189,20323745.36,27598946.49,23221412.93
 01/10  18:00:00,102166171.4,11596225.04,7215842.403,4222960.271,18226807.28,0,980142.131,27012446.17,29898858.7,29918687.23
 01/10  19:00:00,99722971,14507388.88,9027397.812,5283129.898,13334776.96,110078.5955,800219.9592,23162127.08,30473836.75,25966467.03
 01/10  20:00:00,90915958.69,15124913.11,9411605.769,5508000,11663799.02,0,737349.5944,16640807.53,28748902.6,19419623.17
 01/10  21:00:00,80495597.39,12856328.92,7999984.038,4681878.385,10163238.13,0,682015.0361,13884928.98,27023968.44,16693457.6
 01/10  22:00:00,70808388.78,9736013.51,6058334.027,3545547.493,9152868.98,0,644747.9655,12915075.59,25874012.34,15795792.33
 01/10  23:00:00,66574549.79,8377215.761,5212719.119,3050695.726,7712714.185,0,592624.8231,10593182.57,22999122.08,13023623.6
 01/10  24:00:00,45715128.93,3762436.718,2341226.286,1370171.315,6488758.359,0,547393.8587,7483162.312,20699209.87,9025814.081
 01/11  01:00:00,38302481.83,1868155.934,1162512.014,680348.5344,5480156.402,0,510118.6962,5344385.271,20124231.82,6279622.928
 01/11  02:00:00,34302170.39,1120924.116,697531.0351,408209.1206,4607706.113,0,477871.9207,4799632.501,18974275.71,5552207.442
 01/11  03:00:00,31598410.74,747231.8182,464980.9787,272139.4137,3817270.881,0,448657.7671,4150317.026,18399297.66,4805179.532
 01/11  04:00:00,30116721.08,747231.8182,464980.9787,272139.4137,3165954.095,0,424606.8143,3835239.098,17824319.61,4392389.168
 01/11  05:00:00,30926570.29,830800.7825,517042.646,302557.7874,2688677.864,0,406978.6951,4313748.4,18399297.66,4943086.592
 01/11  06:00:00,37668143.5,2279736.903,1418531.518,830183.0742,2318570.812,2887601.59,427222.0717,4989073.303,18974275.71,5703361.775
 01/11  07:00:00,48282455.25,5352080.363,3330397.965,1949040.689,2644748.881,2368251.525,432047.9732,7868028.899,21274187.92,9032593.081
 01/11  08:00:00,55948789.03,6772905.533,4214493.236,0,3316369.627,2171943.113,455004.5636,11770246.57,24149078.18,13639937.3
 01/11  09:00:00,58086045.94,7197625.315,4478852.138,0,3142970.255,740569.9249,431567.6269,14138698.45,24724056.23,16700753.57
 01/11  10:00:00,57727915.98,7398679.716,4603943.1,0,188592.4868,469414.3789,319037.9429,16658271.9,24724056.23,20069829.82
 01/11  11:00:00,57645476.85,7197472.538,4478733.003,0,224904.6159,291241.0809,318136.8794,17052767.93,24724056.23,20876315.09
 01/11  12:00:00,59059803.98,6918807.473,4305273.535,0,261585.6848,196621.3794,318300.9547,18288580.32,25299034.29,22239552.89
 01/11  13:00:00,59276120.64,6717600.295,4180063.438,0,314969.4467,251102.9432,320732.5221,18435412.15,25874012.34,22114583.06
 01/11  14:00:00,56836835.73,6658475.635,4143250.955,0,418371.2221,8671.225465,321711.817,16406012.53,25874012.34,19787857.47
 01/11  15:00:00,57608813.73,6738836.284,4193287.34,0,1367055.544,0,354332.866,16483175.99,25299034.29,19440269.53
 01/11  16:00:00,59686256.39,7264541.597,4520429.991,0,2330295.14,0,389107.1131,15408759.89,26448990.39,18522991.83
 01/11  17:00:00,68770820.29,8764199.648,5453608.573,797915.5777,2000932.631,0,378055.4302,20323745.36,27598946.49,23221412.93
 01/11  18:00:00,104628117.6,11596225.04,7215842.403,4222960.271,20063454.86,8454.55493,1048096.19,27012446.17,29898858.7,29918687.23
 01/11  19:00:00,101548818.5,14507388.88,9027397.812,5283129.898,14486495.99,113688.8317,842810.5897,23162127.08,30473836.75,25966467.03
 01/11  20:00:00,92406656.03,15124913.11,9411605.769,5508000,12601597.75,0,771937.2373,16640807.53,28748902.6,19419623.17
 01/11  21:00:00,81505228.51,12856328.92,7999984.038,4681878.385,10950686.48,0,711025.0625,13884928.98,27023968.44,16693457.6
 01/11  22:00:00,71642454.5,9736013.51,6058334.027,3545547.493,9792026.396,0,668239.9269,12915075.59,25874012.34,15795792.33
 01/11  23:00:00,62077385.94,8377215.761,5212719.119,3050695.726,8190347.655,0,610148.2943,10593182.57,22999122.08,13023623.6
 01/11  24:00:00,46130883.35,3762436.718,2341226.286,1370171.315,6754178.331,0,557064.6932,7483162.312,20699209.87,9025814.081
 01/12  01:00:00,38670080.64,1868155.934,1162512.014,680348.5344,5703772.231,0,518249.5092,5344385.271,20124231.82,6279622.928
 01/12  02:00:00,34660039.74,1120924.116,697531.0351,408209.1206,4809727.008,0,485226.8093,4799632.501,18974275.71,5552207.442
 01/12  03:00:00,32105543.19,747231.8182,464980.9787,272139.4137,4158335.029,0,461147.1524,4150317.026,18399297.66,4805179.532
 01/12  04:00:00,30703258.25,747231.8182,464980.9787,272139.4137,3580725.519,0,439808.8661,3835239.098,17824319.61,4392389.168
 01/12  05:00:00,31438354.99,830800.7825,517042.646,302557.7874,3080786.333,0,421353.506,4313748.4,18399297.66,4943086.592
 01/12  06:00:00,37891000.43,2279736.903,1418531.518,830183.0742,2732412.266,2879767.131,442814.6289,4989073.303,18974275.71,5703361.775
 01/12  07:00:00,77239695.33,5352080.363,3330397.965,1949040.689,3138135.337,2309736.631,449652.8734,7868028.899,21274187.92,9032593.081
 01/12  08:00:00,194694698.7,6772905.533,4214493.236,0,3829233.346,2084408.641,242122.9578,11770246.57,24149078.18,13639937.3
 01/12  09:00:00,71510518.99,7197625.315,4478852.138,0,3687919.792,673860.934,431626.7795,14138698.45,24724056.23,16700753.57
 01/12  10:00:00,79043045.84,7398679.716,4603943.1,0,197986.1675,476137.751,293985.695,16658271.9,24724056.23,20069829.82
 01/12  11:00:00,59201432.95,7197472.538,4478733.003,0,229108.5043,338368.6373,318987.078,17052767.93,24724056.23,20876315.09
 01/12  12:00:00,63083720.28,6918807.473,4305273.535,0,258843.9054,248566.0782,318883.6793,18288580.32,25299034.29,22239552.89
 01/12  13:00:00,61484102.97,6717600.295,4180063.438,0,287272.0337,287536.7437,320238.003,18435412.15,25874012.34,22114583.06
 01/12  14:00:00,56781064.82,6658475.635,4143250.955,0,365322.6924,30338.9827,320069.5511,16406012.53,25874012.34,19787857.47
 01/12  15:00:00,57024963.23,6738836.284,4193287.34,0,883758.5577,0,337630.1501,16483175.99,25299034.29,19440269.53
 01/12  16:00:00,58843428.96,7264541.597,4520429.991,0,1659002.22,0,364992.9937,15408759.89,26448990.39,18522991.83
 01/12  17:00:00,67700781.47,8764199.648,5453608.573,797915.5777,1247296.19,0,351054.6974,20323745.36,27598946.49,23221412.93
 01/12  18:00:00,102475737.6,11596225.04,7215842.403,4222960.271,18198839.49,118750.8925,979748.3925,27012446.17,29898858.7,29918687.23
 01/12  19:00:00,99266447.47,14507388.88,9027397.812,5283129.898,12750409.7,228594.4054,779621.7468,23162127.08,30473836.75,25966467.03
 01/12  20:00:00,90239688.72,15124913.11,9411605.769,5508000,10921291.03,0,709601.6882,16640807.53,28748902.6,19419623.17
 01/12  21:00:00,79352419.59,12856328.92,7999984.038,4681878.385,9326118.678,0,650749.4279,13884928.98,27023968.44,16693457.6
 01/12  22:00:00,71854069.07,9736013.51,6058334.027,3545547.493,8260797.605,0,611473.5245,12915075.59,25874012.34,15795792.33
 01/12  23:00:00,60475904.74,8377215.761,5212719.119,3050695.726,6754635.074,0,556828.9752,10593182.57,22999122.08,13023623.6
 01/12  24:00:00,44648390.63,3762436.718,2341226.286,1370171.315,5415770.266,0,507409.0221,7483162.312,20699209.87,9025814.081
 01/13  01:00:00,37238802.3,1868155.934,1162512.014,680348.5344,4421709.355,0,470729.6267,5344385.271,20124231.82,6279622.928
 01/13  02:00:00,33277180.21,1120924.116,697531.0351,408209.1206,3588041.351,0,439990.5886,4799632.501,18974275.71,5552207.442
 01/13  03:00:00,30560050.86,747231.8182,464980.9787,272139.4137,2784078.819,0,410327.2126,4150317.026,18399297.66,4805179.532
 01/13  04:00:00,28937168.86,747231.8182,464980.9787,272139.4137,1995894.207,0,381253.0888,3835239.098,17824319.61,4392389.168
 01/13  05:00:00,29714583.63,830800.7825,517042.646,302557.7874,1486590.474,0,362456.2467,4313748.4,18399297.66,4943086.592
 01/13  06:00:00,37275683.8,2279736.903,1418531.518,830183.0742,1231649.695,3563198.594,397305.8275,4989073.303,18974275.71,5703361.775
 01/13  07:00:00,48181084.72,5352080.363,3330397.965,1949040.689,1473055.87,2855239.829,396641.9781,7868028.899,21274187.92,9032593.081
 01/13  08:00:00,112395722,6772905.533,4214493.236,0,2096581.85,2549588.716,415964.056,11770246.57,24149078.18,13639937.3
 01/13  09:00:00,216757367.9,7197625.315,4478852.138,0,2344314.305,1105568.418,195029.9487,14138698.45,24724056.23,16700753.57
 01/13  10:00:00,60252372.06,7398679.716,4603943.1,0,163235.336,684465.2888,320580.1423,16658271.9,24724056.23,20069829.82
 01/13  11:00:00,66308829.78,7197472.538,4478733.003,0,197569.9521,408120.7701,318466.8468,17052767.93,24724056.23,20876315.09
 01/13  12:00:00,63826355.69,6918807.473,4305273.535,0,234786.9782,241256.6491,317876.4243,18288580.32,25299034.29,22239552.89
 01/13  13:00:00,59021905.25,6717600.295,4180063.438,0,281069.0171,342397.733,320401.6894,18435412.15,25874012.34,22114583.06
 01/13  14:00:00,56770592.79,6658475.635,4143250.955,0,363497.5595,15037.91463,319667.406,16406012.53,25874012.34,19787857.47
 01/13  15:00:00,57262331.43,6738836.284,4193287.34,0,1096632.728,0,343896.7472,16483175.99,25299034.29,19440269.53
 01/13  16:00:00,59429806.5,7264541.597,4520429.991,0,2209573.195,0,382487.3778,15408759.89,26448990.39,18522991.83
 01/13  17:00:00,74885870.04,8764199.648,5453608.573,797915.5777,1784269.236,0,369580.7795,20323745.36,27598946.49,23221412.93
 01/13  18:00:00,106580144.5,11596225.04,7215842.403,4222960.271,18988234.76,0,998824.1577,27012446.17,29898858.7,29918687.23
 01/13  19:00:00,100179277.3,14507388.88,9027397.812,5283129.898,13785673.9,109754.8856,816293.0458,23162127.08,30473836.75,25966467.03
 01/13  20:00:00,91393530.5,15124913.11,9411605.769,5508000,12114914.79,0,753537.0404,16640807.53,28748902.6,19419623.17
