Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 04/12  10:00:00,53234497.13,7197472.538,4478733.003,0,105291.3835,485721.5903,316488.4414,17591659.03,19593022.13,21565851.48
 04/12  11:00:00,54217354.25,6918807.473,4305273.535,0,130944.6419,298566.8832,315203.2891,18738097.66,20048673.81,22839715.53
 04/12  12:00:00,54219724.62,6717600.295,4180063.438,0,172363.1885,535365.5351,319168.7034,18857132.62,20504325.48,22694481.09
 04/12  13:00:00,82203783.32,6658475.635,4143250.955,0,240357.2367,80057.85547,316724.7788,16950621.93,20504325.48,20490644.41
 04/12  14:00:00,122505477.8,6738836.284,4193287.34,0,317437.5397,0,164537.2093,16904896.47,20048673.81,20020167.55
 04/12  15:00:00,59034422.88,7264541.597,4520429.991,0,1263572.25,0,350644.1214,15950510.14,20959977.16,19219153.5
 04/12  16:00:00,75823561.19,8764199.648,5453608.573,0,3277112.921,0,423381.6985,20404860.8,21871280.52,23468238.19
 04/12  17:00:00,95414403.48,11596225.04,7215842.403,0,22327909.59,7389.330732,1129242.655,26546412.2,23693887.22,29633427.6
 04/12  18:00:00,90814324.9,14507388.88,9027397.812,0,16062748.64,22761.46364,898883.0914,23115165.02,24149538.9,26107811.58
 04/12  19:00:00,83734210.08,15124913.11,9411605.769,2586049.808,12757796.74,0,777688.5811,17180228.34,22782583.87,20139818.33
 04/12  20:00:00,75700078.85,12856328.92,7999984.038,4344429.6,10625532.76,0,699031.3543,14678440.21,21415628.84,17663977.04
 04/12  21:00:00,68209357.48,9736013.51,6058334.027,4846020.92,9419863.258,0,654512.52,13795101.43,20504325.48,16849060.25
 04/12  22:00:00,58358593.41,8377215.761,5212719.119,3271803.666,7855990.379,0,597678.5927,11523348.72,18226067.1,14119499.57
 04/12  23:00:00,42576669.77,3762436.718,2341226.286,1370171.315,6377709.466,0,543099.825,8393579.314,16403460.39,10090642.5
 04/12  24:00:00,35138479.54,1868155.934,1162512.014,680348.5344,5233903.097,0,500872.4286,6274286.569,15947808.71,7360169.514
 04/13  01:00:00,31311927.96,1120924.116,697531.0351,408209.1206,4319639.228,0,467109.6839,5704331.215,15036505.35,6603785.313
 04/13  02:00:00,28698426.39,747231.8182,464980.9787,272139.4137,3486828.204,0,436367.2288,5063328.317,14580853.68,5861303.847
 04/13  03:00:00,27213827.59,747231.8182,464980.9787,272139.4137,2734768.603,0,408619.1032,4723047.806,14125202,5419544.767
 04/13  04:00:00,27673273.56,830800.7825,517042.646,290942.34,2094332.232,0,384971.566,5142839.364,14580853.68,5907758.316
 04/13  05:00:00,34591283.64,2279736.903,1418531.518,772263.3248,1594768.144,3380187.111,407869.3955,5773477.388,15036505.35,6623346.619
 04/13  06:00:00,40398130.84,5352080.363,3330397.965,453265.2764,2102446.438,2778811.329,162520.9907,8546434.073,16859112.06,9854111.279
 04/13  07:00:00,102053235.2,6772905.533,4214493.236,0,3527385.879,2506086.243,237469.6963,12309137.67,19137370.45,14329473.69
 04/13  08:00:00,71076680.5,7197625.315,4478852.138,0,3833910.733,988144.35,434718.277,14658105.26,19593022.13,17374571.8
 04/13  09:00:00,65304796.3,7398679.716,4603943.1,0,121038.916,634891.1318,299500.7307,17155335.27,19593022.13,20721304.6
 04/13  10:00:00,52793549.39,7197472.538,4478733.003,0,361004.0818,424622.8658,325022.4404,17591659.03,19593022.13,21565851.48
 04/13  11:00:00,53930009.52,6918807.473,4305273.535,0,371028.6947,275648.5841,323608.9965,18738097.66,20048673.81,22839715.53
 04/13  12:00:00,59046764.19,6717600.295,4180063.438,0,414268.8076,461184.5653,326977.1586,18857132.62,20504325.48,22694481.09
 04/13  13:00:00,52133406.7,6658475.635,4143250.955,0,522027.1284,68892.59732,326804.4697,16950621.93,20504325.48,20490644.41
 04/13  14:00:00,54137718.1,6738836.284,4193287.34,0,876448.3055,0,300249.3014,16904896.47,20048673.81,20020167.55
 04/13  15:00:00,54684205.23,7264541.597,4520429.991,0,2559811.105,0,398168.6494,15950510.14,20959977.16,19219153.5
 04/13  16:00:00,65585570.18,8764199.648,5453608.573,0,5453586.611,0,503386.609,20404860.8,21871280.52,23468238.19
 04/13  17:00:00,100631410.6,11596225.04,7215842.403,0,27058839.16,0,1303499.49,26546412.2,23693887.22,29633427.6
 04/13  18:00:00,94828260.93,14507388.88,9027397.812,0,19709146.2,0,1032610.56,23115165.02,24149538.9,26107811.58
 04/13  19:00:00,86619875.51,15124913.11,9411605.769,2586049.808,15331649.11,0,872863.2166,17180228.34,22782583.87,20139818.33
 04/13  20:00:00,78206889.09,12856328.92,7999984.038,4344429.6,12712330.41,0,776395.5549,14678440.21,21415628.84,17663977.04
 04/13  21:00:00,70292567.91,9736013.51,6058334.027,4846020.92,11179043.67,0,719686.0661,13795101.43,20504325.48,16849060.25
 04/13  22:00:00,60101847.24,8377215.761,5212719.119,3271803.666,9314141.935,0,651792.2727,11523348.72,18226067.1,14119499.57
 04/13  23:00:00,44081540.67,3762436.718,2341226.286,1370171.315,7595485.205,0,588244.5471,8393579.314,16403460.39,10090642.5
 04/13  24:00:00,36437226.06,1868155.934,1162512.014,680348.5344,6237006.184,0,538057.1757,6274286.569,15947808.71,7360169.514
 04/14  01:00:00,32456010.99,1120924.116,697531.0351,408209.1206,5164475.228,0,498411.3671,5704331.215,15036505.35,6603785.313
 04/14  02:00:00,29823102.95,747231.8182,464980.9787,272139.4137,4305966.63,0,466701.5753,5063328.317,14580853.68,5861303.847
 04/14  03:00:00,25955463.56,747231.8182,464980.9787,272139.4137,3510074.441,0,276733.8968,4723047.806,14125202,5419544.767
 04/14  04:00:00,27737032.91,830800.7825,517042.646,290942.34,2853680.517,0,413071.9174,5142839.364,14580853.68,5907758.316
 04/14  05:00:00,34463060.23,2279736.903,1418531.518,772263.3248,2302590.818,3164626.852,431035.124,5773477.388,15036505.35,6623346.619
 04/14  06:00:00,43735250.15,5352080.363,3330397.965,453265.2764,2789455.571,2614841.317,441685.0946,8546434.073,16859112.06,9854111.279
 04/14  07:00:00,52746386.01,6772905.533,4214493.236,0,3995933.307,2392608.239,483884.9154,12309137.67,19137370.45,14329473.69
 04/14  08:00:00,54650944.1,7197625.315,4478852.138,0,4115710.099,862399.7602,469301.4589,14658105.26,19593022.13,17374571.8
 04/14  09:00:00,52785407.53,7398679.716,4603943.1,0,127049.616,578828.358,318380.9945,17155335.27,19593022.13,20721304.6
 04/14  10:00:00,53104677.51,7197472.538,4478733.003,0,358905.7567,410971.8465,324886.7112,17591659.03,19593022.13,21565851.48
 04/14  11:00:00,58949261.13,6918807.473,4305273.535,0,372001.1289,268020.9102,246735.076,18738097.66,20048673.81,22839715.53
 04/14  12:00:00,60890304.37,6717600.295,4180063.438,0,411817.0247,484625.0746,327247.4412,18857132.62,20504325.48,22694481.09
 04/14  13:00:00,52220197.06,6658475.635,4143250.955,0,496814.1387,92104.72367,326152.8516,16950621.93,20504325.48,20490644.41
 04/14  14:00:00,52183679.7,6738836.284,4193287.34,0,831764.6553,0,337173.8987,16904896.47,20048673.81,20020167.55
 04/14  15:00:00,54687241.85,7264541.597,4520429.991,0,2461561.136,0,394708.0545,15950510.14,20959977.16,19219153.5
 04/14  16:00:00,65243339.12,8764199.648,5453608.573,0,5098891.767,0,490631.4605,20404860.8,21871280.52,23468238.19
 04/14  17:00:00,100069078.5,11596225.04,7215842.403,0,26559815.92,0,1285429.961,26546412.2,23693887.22,29633427.6
 04/14  18:00:00,94169275.44,14507388.88,9027397.812,0,19105705.11,0,1010767.958,23115165.02,24149538.9,26107811.58
 04/14  19:00:00,85907537.53,15124913.11,9411605.769,2586049.808,14861950.47,0,855582.1291,17180228.34,22782583.87,20139818.33
 04/14  20:00:00,77618270.03,12856328.92,7999984.038,4344429.6,12341312.41,0,762619.5452,14678440.21,21415628.84,17663977.04
 04/14  21:00:00,69784341.62,9736013.51,6058334.027,4846020.92,10853153.29,0,707595.2331,13795101.43,20504325.48,16849060.25
 04/14  22:00:00,59506081.41,8377215.761,5212719.119,3271803.666,9048816.107,0,641917.3409,11523348.72,18226067.1,14119499.57
 04/14  23:00:00,46256519.41,3762436.718,2341226.286,1370171.315,7376832.916,0,580143.2437,8393579.314,16403460.39,10090642.5
 04/14  24:00:00,35588770.41,1868155.934,1162512.014,680348.5344,6049606.745,0,531101.7177,6274286.569,15947808.71,7360169.514
 04/15  01:00:00,31811780.38,1120924.116,697531.0351,408209.1206,5024013.893,0,493205.1974,5858262.226,15036505.35,6814651.086
 04/15  02:00:00,29115825.69,747231.8182,464980.9787,272139.4137,4168028.594,0,461586.701,5165948.991,14580853.68,6001881.029
 04/15  03:00:00,27524009.53,747231.8182,464980.9787,272139.4137,3369805.398,0,432109.5035,4774358.143,14125202,5489833.358
 04/15  04:00:00,27965248.2,830800.7825,517042.646,290942.34,2671155.493,0,406305.9557,5245460.038,14580853.68,6048335.498
 04/15  05:00:00,31362162.22,2279736.903,1418531.518,772263.3248,2147650.959,0,386959.2616,5927408.399,15036505.35,6834212.392
 04/15  06:00:00,44495230.43,5352080.363,3330397.965,453265.2764,2740359.672,3455709.727,450226.1526,8956916.769,16859112.06,10416420.01
 04/15  07:00:00,53475267.48,6772905.533,4214493.236,0,4142558.858,2660136.553,492560.0267,13130103.06,19137370.45,15454091.14
 04/15  08:00:00,57369115.65,7197625.315,4478852.138,0,4419452.609,2361778.812,498730.3359,15889553.35,19593022.13,19061497.98
 04/15  09:00:00,60889772.49,7398679.716,4603943.1,0,4858217.828,1981524.375,509672.7502,18899886.73,19593022.13,23111116.7
 04/15  10:00:00,61260396.62,7197472.538,4478733.003,0,5108130.35,1628745.117,514179.41,19592762.18,19593022.13,24307106.53
 04/15  11:00:00,62096303.42,6918807.473,4305273.535,0,4919084.623,1345019.081,503410.0559,20816166.31,20048673.81,25686403.46
 04/15  12:00:00,115343650.8,6717600.295,4180063.438,0,5075091.422,1095520.968,505987.8971,20755615.09,20504325.48,25295158.95
 04/15  13:00:00,59820420.61,6658475.635,4143250.955,0,5580563.586,856596.5822,521900.7874,18669518.22,20504325.48,22845312.21
 04/15  14:00:00,67588595.68,6738836.284,4193287.34,0,7255428.086,433935.0196,579325.8138,18367241.07,20048673.81,22023392.4
 04/15  15:00:00,64121244.72,7264541.597,4520429.991,0,9954084.69,209222.4423,676727.5343,17515475.42,20959977.16,21362955.52
 04/15  16:00:00,76801408.05,8764199.648,5453608.573,0,12717543.29,145626.3168,776905.2115,21815895.07,21871280.52,25401174.44
 04/15  17:00:00,94219481.74,11596225.04,7215842.403,0,15003196.35,0,781807.5012,27931791.3,23693887.22,31531219.55
 04/15  18:00:00,90228950.69,14507388.88,9027397.812,0,14201468.39,0,832646.8376,24423578.62,24149538.9,27900170.65
 04/15  19:00:00,84082369.92,15124913.11,9411605.769,2586049.808,11771893.63,0,742702.3025,18488641.94,22782583.87,21932177.4
 04/15  20:00:00,76691789.97,12856328.92,7999984.038,4344429.6,10141972.77,0,682356.1093,16012508.97,21415628.84,19491480.41
 04/15  21:00:00,69531561.6,9736013.51,6058334.027,4846020.92,9230321.434,0,648618.1151,15180480.53,20504325.48,18746852.21
 04/15  22:00:00,59806407.28,8377215.761,5212719.119,3271803.666,8049362.874,0,604980.281,12652176.13,18226067.1,15665848.57
 04/15  23:00:00,43401148.94,3762436.718,2341226.286,1370171.315,6643305.245,0,553001.8881,9009303.358,16403460.39,10934105.6
 04/15  24:00:00,35617466.89,1868155.934,1162512.014,680348.5344,5565899.727,0,513207.1715,6530838.254,15947808.71,7711612.469
 04/16  01:00:00,31789927.84,1120924.116,697531.0351,408209.1206,4710780.142,0,481628.6948,5858262.226,15036505.35,6814651.086
 04/16  02:00:00,29203986.74,747231.8182,464980.9787,272139.4137,3929303.859,0,452765.6173,5165948.991,14580853.68,6001881.029
 04/16  03:00:00,27707654.31,747231.8182,464980.9787,272139.4137,3202849.827,0,425955.9084,4774358.143,14125202,5489833.358
 04/16  04:00:00,28045519.79,830800.7825,517042.646,290942.34,2577939.021,0,402881.7939,5245460.038,14580853.68,6048335.498
 04/16  05:00:00,31645838.01,2279736.903,1418531.518,772263.3248,2127650.255,0,386238.1271,5927408.399,15036505.35,6834212.392
 04/16  06:00:00,170492690.3,5352080.363,3330397.965,453265.2764,2561856.799,0,248498.9412,8956916.769,16859112.06,10416420.01
 04/16  07:00:00,50573087.06,6772905.533,4214493.236,0,4190319.901,0,462512.518,13130103.06,19137370.45,15454091.14
 04/16  08:00:00,57228598.66,7197625.315,4478852.138,0,4500947.459,0,474002.9003,15889553.35,19593022.13,19061497.98
 04/16  09:00:00,90006607.72,7398679.716,4603943.1,0,5476694.401,0,510049.7618,26042695.42,19593022.13,33031700.75
 04/16  10:00:00,123348613.3,7197472.538,4478733.003,0,5463510.937,0,509537.4231,19592762.18,19593022.13,24307106.53
 04/16  11:00:00,62690436.48,6918807.473,4305273.535,0,5202693.107,0,499840.9884,20816166.31,20048673.81,25686403.46
 04/16  12:00:00,115479282.7,6717600.295,4180063.438,0,5337011.099,0,427830.7696,20755615.09,20504325.48,25295158.95
 04/16  13:00:00,67145292.48,6658475.635,4143250.955,0,5716397.085,0,518711.0826,18669518.22,20504325.48,22845312.21
 04/16  14:00:00,60198168.17,6738836.284,4193287.34,0,7341120.824,0,578860.792,18367241.07,20048673.81,22023392.4
 04/16  15:00:00,64116227.37,7264541.597,4520429.991,0,10132863.85,0,682204.1701,17515475.42,20959977.16,21362955.52
 04/16  16:00:00,74600644.07,8764199.648,5453608.573,0,12779524.89,0,780098.7697,21815895.07,21871280.52,25401174.44
 04/16  17:00:00,88961164.76,11596225.04,7215842.403,0,14499240.75,0,843532.7911,27931791.3,23693887.22,31531219.55
 04/16  18:00:00,90167567.67,14507388.88,9027397.812,0,14175753.49,0,831327.8854,24423578.62,24149538.9,27900170.65
 04/16  19:00:00,84119622.46,15124913.11,9411605.769,2586049.808,11811496.68,0,743838.6927,18488641.94,22782583.87,21932177.4
 04/16  20:00:00,76808874.88,12856328.92,7999984.038,4344429.6,10232710.6,0,685475.3128,16012508.97,21415628.84,19491480.41
 04/16  21:00:00,69635676.61,9736013.51,6058334.027,4846020.92,9313939.75,0,651533.9719,15180480.53,20504325.48,18746852.21
 04/16  22:00:00,59930026.93,8377215.761,5212719.119,3271803.666,8153910.979,0,608695.2415,12652176.13,18226067.1,15665848.57
 04/16  23:00:00,43723813.88,3762436.718,2341226.286,1370171.315,6767055.182,0,557531.6233,9009303.358,16403460.39,10934105.6
 04/16  24:00:00,36006120.78,1868155.934,1162512.014,680348.5344,5697776.039,0,518090.7236,6530838.254,15947808.71,7711612.469
 04/17  01:00:00,31975667.19,1120924.116,697531.0351,408209.1206,4831473.605,0,486085.0744,5704331.215,15036505.35,6603785.313
 04/17  02:00:00,29475905.33,747231.8182,464980.9787,272139.4137,4105209.91,0,459279.5304,5063328.317,14580853.68,5861303.847
 04/17  03:00:00,28018855.69,747231.8182,464980.9787,272139.4137,3376070.057,0,432361.1335,4723047.806,14125202,5419544.767
 04/17  04:00:00,27161148.36,830800.7825,517042.646,290942.34,2719909.189,0,311229.8979,5142839.364,14580853.68,5907758.316
 04/17  05:00:00,31076265.34,2279736.903,1418531.518,772263.3248,2245599.43,3253256.739,122183.3613,5773477.388,15036505.35,6623346.619
 04/17  06:00:00,40659239.97,5352080.363,3330397.965,453265.2764,3147699.259,2648898.046,146641.4369,8546434.073,16859112.06,9854111.279
 04/17  07:00:00,49831150.3,6772905.533,4214493.236,0,4634958.938,2388443.722,199129.4308,12309137.67,19137370.45,14329473.69
 04/17  08:00:00,122143979.8,7197625.315,4478852.138,0,4895516.456,866344.8275,267015.6869,14658105.26,19593022.13,17374571.8
 04/17  09:00:00,143755739.4,7398679.716,4603943.1,0,197715.5651,529046.3905,243080.7649,17155335.27,19593022.13,20721304.6
 04/17  10:00:00,52744726.77,7197472.538,4478733.003,0,530883.2531,337431.8656,330051.7297,17591659.03,19593022.13,21565851.48
 04/17  11:00:00,53929854.76,6918807.473,4305273.535,0,578380.0477,207718.0554,330318.3484,18738097.66,20048673.81,22839715.53
 04/17  12:00:00,58562129.94,6717600.295,4180063.438,0,624650.0289,373272.9306,333646.7923,18857132.62,20504325.48,22694481.09
 04/17  13:00:00,52436341.57,6658475.635,4143250.955,0,822515.8257,31531.06851,337041.1488,16950621.93,20504325.48,20490644.41
 04/17  14:00:00,52873571.91,6738836.284,4193287.34,0,1526125.872,0,361196.4662,16904896.47,20048673.81,20020167.55
 04/17  15:00:00,63182492.3,7264541.597,4520429.991,0,4237268.204,0,457160.5063,22602881.75,20959977.16,28458573.81
 04/17  16:00:00,67012990.83,8764199.648,5453608.573,0,6887731.832,0,555237.9985,20404860.8,21871280.52,23468238.19
 04/17  17:00:00,102839601.8,11596225.04,7215842.403,0,29226855.29,0,1383424.872,26546412.2,23693887.22,29633427.6
 04/17  18:00:00,96638822.43,14507388.88,9027397.812,0,21546786.38,0,1100115.271,23115165.02,24149538.9,26107811.58
 04/17  19:00:00,88272872.71,15124913.11,9411605.769,2586049.808,17037710.42,0,935533.3782,17180228.34,22782583.87,20139818.33
 04/17  20:00:00,79780932.41,12856328.92,7999984.038,4344429.6,14322943.2,0,835693.1338,14678440.21,21415628.84,17663977.04
 04/17  21:00:00,74009472.66,9736013.51,6058334.027,4846020.92,12893625.8,0,782840.2921,16023022.23,20504325.48,19943399.82
 04/17  22:00:00,61272894.3,8377215.761,5212719.119,3271803.666,10790261.37,0,706306.7417,11523348.72,18226067.1,14119499.57
 04/17  23:00:00,45118622.47,3762436.718,2341226.286,1370171.315,9037157.228,0,641528.3378,8393579.314,16403460.39,10090642.5
 04/17  24:00:00,37524611.72,1868155.934,1162512.014,680348.5344,7684566.076,0,591585.3935,6274286.569,15947808.71,7360169.514
 04/18  01:00:00,33443633.41,1120924.116,697531.0351,408209.1206,6512648.658,0,548262.4662,5704331.215,15036505.35,6603785.313
 04/18  02:00:00,30687171.85,747231.8182,464980.9787,272139.4137,5544621.77,0,512493.8379,5063328.317,14580853.68,5861303.847
 04/18  03:00:00,29176539.01,747231.8182,464980.9787,272139.4137,4770935.726,0,483959.2342,4723047.806,14125202,5419544.767
 04/18  04:00:00,29618669.81,830800.7825,517042.646,290942.34,4117662.152,0,459819.5836,5142839.364,14580853.68,5907758.316
 04/18  05:00:00,35802016.02,2279736.903,1418531.518,772263.3248,3662224.636,2615180.245,473432.9246,5773477.388,15036505.35,6623346.619
 04/18  06:00:00,45115357.03,5352080.363,3330397.965,453265.2764,4065352.369,2232506.031,482575.7202,8546434.073,16859112.06,9854111.279
 04/18  07:00:00,52488819.92,6772905.533,4214493.236,0,3745623.989,1976525.784,468172.3829,12309137.67,19137370.45,14329473.69
 04/18  08:00:00,52037966.57,7197625.315,4478852.138,0,2649894.094,581363.2674,339585.6944,14658105.26,19593022.13,17374571.8
 04/18  09:00:00,52598241.05,7398679.716,4603943.1,0,123436.5836,359831.6181,315656.1346,17155335.27,19593022.13,20721304.6
 04/18  10:00:00,52652227.61,7197472.538,4478733.003,0,128574.8942,216797.9797,314198.0557,17591659.03,19593022.13,21565851.48
 04/18  11:00:00,53897837.23,6918807.473,4305273.535,0,149570.4523,128772.3635,313899.9568,18738097.66,20048673.81,22839715.53
 04/18  12:00:00,54481383.87,6717600.295,4180063.438,0,190891.1849,272177.1532,316817.8958,18857132.62,20504325.48,22694481.09
 04/18  13:00:00,52409541.75,6658475.635,4143250.955,0,274175.1333,2797.951486,317040.7984,16950621.93,20504325.48,20490644.41
 04/18  14:00:00,52396280.71,6738836.284,4193287.34,0,602359.864,0,328288.8366,16904896.47,20048673.81,20020167.55
 04/18  15:00:00,53425546.93,7264541.597,4520429.991,0,837131.2389,0,336391.3923,15950510.14,20959977.16,19219153.5
 04/18  16:00:00,61986165.75,8764199.648,5453608.573,0,1462429.932,0,358945.7751,20404860.8,21871280.52,23468238.19
 04/18  17:00:00,94865747.18,11596225.04,7215842.403,0,20947251.71,0,1080593.757,26546412.2,23693887.22,29633427.6
 04/18  18:00:00,90628418.72,14507388.88,9027397.812,0,15062251.74,5474.695586,863177.4963,23115165.02,24149538.9,26107811.58
 04/18  19:00:00,81123519.62,15124913.11,9411605.769,2586049.808,12464232.97,0,470809.1592,17969719.67,22782583.87,21236335.87
 04/18  20:00:00,72403011.51,12856328.92,7999984.038,4344429.6,10544879.1,0,388609.4816,14678440.21,21415628.84,17663977.04
 04/18  21:00:00,64832178.81,9736013.51,6058334.027,4846020.92,9372346.807,0,345325.3131,13795101.43,20504325.48,16849060.25
 04/18  22:00:00,57759525.38,8377215.761,5212719.119,3271803.666,7837875.354,0,558674.2531,11523348.72,18226067.1,14119499.57
 04/18  23:00:00,42434289.33,3762436.718,2341226.286,1370171.315,6408764.44,0,544343.9455,8393579.314,16403460.39,10090642.5
 04/18  24:00:00,35160183.1,1868155.934,1162512.014,680348.5344,5353978.245,0,505391.2768,6274286.569,15947808.71,7360169.514
 04/19  01:00:00,31482069.07,1120924.116,697531.0351,408209.1206,4535554.322,0,475153.9021,5704331.215,15036505.35,6603785.313
 04/19  02:00:00,28962304.09,747231.8182,464980.9787,272139.4137,3762243.097,0,446591.4457,5063328.317,14580853.68,5861303.847
 04/19  03:00:00,27526066.23,747231.8182,464980.9787,272139.4137,3038759.672,0,419886.1059,4723047.806,14125202,5419544.767
 04/19  04:00:00,28028038.47,830800.7825,517042.646,290942.34,2436502.529,0,397646.3671,5142839.364,14580853.68,5907758.316
 04/19  05:00:00,34974770.6,2279736.903,1418531.518,772263.3248,2028693.35,3346885.699,422316.385,5773477.388,15036505.35,6623346.619
 04/19  06:00:00,41210325.84,5352080.363,3330397.965,453265.2764,2332821.665,2661786.459,220218.8865,8546434.073,16859112.06,9854111.279
 04/19  07:00:00,47458728.77,6772905.533,4214493.236,0,2350229.917,2385766.999,114113.6362,12309137.67,19137370.45,14329473.69
 04/19  08:00:00,48508122.49,7197625.315,4478852.138,0,1498062.236,843289.1207,64454.97599,14658105.26,19593022.13,17374571.8
 04/19  09:00:00,49607142.72,7398679.716,4603943.1,0,96755.41215,575024.8536,9670.915394,17155335.27,19593022.13,20721304.6
 04/19  10:00:00,52156006.41,7197472.538,4478733.003,0,103313.7773,369998.8971,238234.4153,17591659.03,19593022.13,21565851.48
 04/19  11:00:00,54025344.62,6918807.473,4305273.535,0,127945.8017,234713.1512,314393.9129,18738097.66,20048673.81,22839715.53
 04/19  12:00:00,54725595.51,6717600.295,4180063.438,0,151856.9205,478690.7622,317762.0105,18857132.62,20504325.48,22694481.09
 04/19  13:00:00,52507988.2,6658475.635,4143250.955,0,165604.1941,83922.43748,313960.7997,16950621.93,20504325.48,20490644.41
 04/19  14:00:00,50955981.95,6738836.284,4193287.34,0,257863.9937,0,213488.1759,16904896.47,20048673.81,20020167.55
 04/19  15:00:00,50089084.44,7264541.597,4520429.991,0,1178785.442,0,40128.78465,15950510.14,20959977.16,19219153.5
 04/19  16:00:00,58562805.18,8764199.648,5453608.573,0,1830207.568,0,63936.67823,20404860.8,21871280.52,23468238.19
 04/19  17:00:00,90388478.42,11596225.04,7215842.403,0,19518215.75,0,797394.6417,26546412.2,23693887.22,29633427.6
 04/19  18:00:00,88793038.92,14507388.88,9027397.812,0,13694535.53,6010.41718,812936.9019,23115165.02,24149538.9,26107811.58
 04/19  19:00:00,82783717.74,15124913.11,9411605.769,2586049.808,11363221.3,0,726696.8466,17180228.34,22782583.87,20139818.33
 04/19  20:00:00,75449160.38,12856328.92,7999984.038,4344429.6,9704191.791,0,665415.0218,14678440.21,21415628.84,17663977.04
 04/19  21:00:00,68007184.64,9736013.51,6058334.027,4846020.92,8632396.24,0,625784.1632,13795101.43,20504325.48,16849060.25
 04/19  22:00:00,56910435.23,8377215.761,5212719.119,3271803.666,7137374.917,0,500414.1513,11523348.72,18226067.1,14119499.57
 04/19  23:00:00,41995873.96,3762436.718,2341226.286,1370171.315,5756565.479,0,520372.9041,8393579.314,16403460.39,10090642.5
 04/19  24:00:00,34782026.36,1868155.934,1162512.014,680348.5344,4742703.434,0,482893.9343,6274286.569,15947808.71,7360169.514
 04/20  01:00:00,31116100.57,1120924.116,697531.0351,408209.1206,3918654.426,0,452440.9768,5704331.215,15036505.35,6603785.313
 04/20  02:00:00,28592412.65,747231.8182,464980.9787,272139.4137,3135730.093,0,423513.9524,5063328.317,14580853.68,5861303.847
 04/20  03:00:00,24543990.02,747231.8182,464980.9787,272139.4137,2372627.887,0,205753.8093,4723047.806,14125202,5419544.767
 04/20  04:00:00,23378292.75,830800.7825,517042.646,290942.34,1775464.916,0,65637.48177,5142839.364,14580853.68,5907758.316
 04/20  05:00:00,30576482.57,2279736.903,1418531.518,772263.3248,1462738.979,3561227.724,97290.05318,5773477.388,15036505.35,6623346.619
 04/20  06:00:00,39868474.31,5352080.363,3330397.965,453265.2764,2191787.473,2845953.987,114731.7865,8546434.073,16859112.06,9854111.279
 04/20  07:00:00,48989254.08,6772905.533,4214493.236,0,3691541.253,2522762.553,166332.0257,12309137.67,19137370.45,14329473.69
 04/20  08:00:00,50367273.04,7197625.315,4478852.138,0,3163590.573,973588.584,127777.7185,14658105.26,19593022.13,17374571.8
 04/20  09:00:00,49657738.36,7398679.716,4603943.1,0,112106.2475,609297.8302,10642.74344,17155335.27,19593022.13,20721304.6
 04/20  10:00:00,50472504.5,7197472.538,4478733.003,0,116463.3162,409141.7645,85337.07228,17591659.03,19593022.13,21565851.48
 04/20  11:00:00,54355181.21,6918807.473,4305273.535,0,183176.3244,286840.9156,317022.0343,18738097.66,20048673.81,22839715.53
 04/20  12:00:00,55052211.12,6717600.295,4180063.438,0,236484.5667,540776.5686,321629.7021,18857132.62,20504325.48,22694481.09
 04/20  13:00:00,52366364.26,6658475.635,4143250.955,0,287151.2124,90104.21752,318515.505,16950621.93,20504325.48,20490644.41
 04/20  14:00:00,52079256.29,6738836.284,4193287.34,0,321796.9109,0,318786.3685,16904896.47,20048673.81,20020167.55
 04/20  15:00:00,53173492.65,7264541.597,4520429.991,0,422436.8686,0,322052.4657,15950510.14,20959977.16,19219153.5
 04/20  16:00:00,62153652.57,8764199.648,5453608.573,0,1411522.472,0,356445.2476,20404860.8,21871280.52,23468238.19
 04/20  17:00:00,90583854.68,11596225.04,7215842.403,0,20261919.25,6727.704843,772869.3763,26546412.2,23693887.22,29633427.6
 04/20  18:00:00,87338338.77,14507388.88,9027397.812,0,14894277.45,32004.18414,626411.3501,23115165.02,24149538.9,26107811.58
 04/20  19:00:00,82974519.58,15124913.11,9411605.769,2586049.808,11667464.23,0,737900.6098,17180228.34,22782583.87,20139818.33
 04/20  20:00:00,75227111.2,12856328.92,7999984.038,4344429.6,9599827.076,0,661547.1176,14678440.21,21415628.84,17663977.04
 04/20  21:00:00,67840467.13,9736013.51,6058334.027,4846020.92,8440022.084,0,618720.1239,13795101.43,20504325.48,16849060.25
 04/20  22:00:00,55948675.6,8377215.761,5212719.119,3271803.666,6960600.41,0,403973.916,11523348.72,18226067.1,14119499.57
 04/20  23:00:00,38214265.08,3762436.718,2341226.286,1370171.315,5563005.139,0,205674.6026,8393579.314,16403460.39,10090642.5
 04/20  24:00:00,30823403.84,1868155.934,1162512.014,680348.5344,4547418.062,0,168162.6801,6274286.569,15947808.71,7360169.514
 04/21  01:00:00,26986470.75,1120924.116,697531.0351,408209.1206,3707145.278,0,137113.3077,5704331.215,15036505.35,6603785.313
